temperature,humidity,soil_moisture,rain/rain_probability,crop,crop_stage,yield,market_demand,price
32.1,78.2,30.2,12.1,Brinjal,Vegetative,15245,9971,68.65
32.6,66.2,55.1,24.3,Pumpkin,Fruit Development,18839,21586,17.8
33.0,84.2,65.0,43.4,Drumstick,Vegetative,10968,8908,43.84
27.9,69.8,41.5,3.6,Tomato,Seedling,13995,9356,40.42
31.2,77.3,42.7,20.2,Cauliflower,Vegetative,8400,4113,40.98
34.8,76.0,45.6,19.6,Bitter Gourd,Vegetative,10282,6237,65.25
27.6,63.4,41.5,0.0,Banana,Maturity,62987,39708,46.3
36.1,82.7,49.9,22.8,Coriander,Seed Maturity,1260,746,136.08
32.3,80.2,50.4,22.1,Banana,Flowering,39534,32511,33.98
33.3,63.8,28.5,14.2,Tomato,Flowering,12538,9374,32.62
31.1,80.1,47.3,19.9,Tomato,Flowering,20992,9465,49.23
29.1,69.1,30.4,11.4,Brinjal,Flowering,23031,14259,43.99
28.6,62.4,49.3,16.7,Cauliflower,Seedling,8400,5931,43.26
29.3,76.7,39.8,24.9,Pumpkin,Vegetative,14014,7919,34.67
32.2,86.1,53.8,39.4,Drumstick,Flowering,13971,5059,63.97
30.1,78.4,54.2,13.2,Tapioca,Tuber Bulking,22159,14824,27.85
31.5,62.7,51.4,15.4,Drumstick,Harvest,13075,7891,42.79
28.3,67.3,36.2,17.2,Tapioca,Tuber Bulking,19729,17144,27.72
33.0,73.0,43.7,0.0,Chilli,Fruiting,4428,4819,44.43
31.3,78.4,51.7,0.0,Onion,Nursery,5400,4592,48.52
35.9,65.6,44.9,27.7,Coriander,Vegetative,1261,1123,101.04
33.7,78.2,32.2,15.2,Chilli,Harvest,5497,5481,50.51
35.2,81.0,52.5,27.1,Banana,Flowering,33037,30478,24.96
32.9,69.4,45.0,2.8,Drumstick,Harvest,23895,10879,85.64
32.3,63.4,64.2,26.3,Bitter Gourd,Flowering,8502,12963,30.25
32.2,64.3,47.4,0.2,Tomato,Seedling,11400,13518,39.41
31.7,60.9,41.3,0.0,Banana,Bunch Development,69510,62850,32.67
29.1,72.0,50.8,14.0,Drumstick,Flowering,13618,12856,52.26
32.9,69.5,41.1,16.3,Pumpkin,Flowering,12502,6851,21.1
35.8,68.5,39.2,0.0,Tomato,Fruiting,21556,21879,25.19
34.1,85.0,58.4,27.9,Banana,Maturity,65781,26937,49.23
32.0,63.5,30.5,23.6,Onion,Nursery,5400,3424,39.02
39.1,67.3,54.0,0.0,Bitter Gourd,Vegetative,7467,4078,44.66
34.5,56.5,46.3,27.8,Pumpkin,Flowering,15113,8792,26.24
36.2,76.6,47.4,1.2,Chilli,Harvest,6339,4927,71.63
32.6,56.4,54.8,0.0,Coriander,Flowering,1690,954,114.12
28.9,61.6,43.9,9.2,Drumstick,Flowering,17490,14748,54.04
31.1,72.9,40.3,26.4,Banana,Flowering,52712,58181,23.11
29.8,71.2,57.9,4.1,Banana,Flowering,33369,15326,46.88
32.4,71.9,39.0,0.0,Bitter Gourd,Vegetative,14616,13626,39.98
34.0,83.8,49.1,33.5,Cauliflower,Harvest,15825,12231,39.9
33.7,65.7,34.4,0.7,Banana,Flowering,45589,36487,34.55
33.9,65.0,36.8,9.1,Potato,Tuber Bulking,11786,15524,20.3
35.4,90.6,52.4,44.0,Banana,Flowering,27575,41193,24.08
30.6,93.7,47.7,48.0,Tomato,Maturity,33574,37805,25.2
30.6,53.7,41.2,29.2,Onion,Maturity,10898,5602,35.33
35.6,71.9,51.5,13.6,Drumstick,Harvest,12308,9896,54.19
32.6,71.7,54.3,3.0,Cauliflower,Harvest,14027,16930,34.91
34.2,53.8,41.1,0.0,Potato,Vegetative,5700,4359,29.36
33.6,89.3,51.4,17.8,Potato,Vegetative,5896,3650,27.3
30.4,73.5,60.4,16.5,Potato,Vegetative,5700,6239,30.72
38.5,81.3,50.8,31.8,Brinjal,Harvest,28001,24358,34.72
29.6,62.3,41.7,9.5,Brinjal,Fruiting,30628,26091,36.08
37.4,78.0,55.3,0.0,Brinjal,Seedling,12600,10101,38.08
26.3,60.3,40.2,0.0,Banana,Vegetative,34810,16568,43.68
30.2,77.0,51.5,21.7,Tomato,Flowering,20100,12231,43.08
30.9,77.9,61.9,0.6,Onion,Maturity,10897,4396,40.42
32.4,73.6,49.6,22.1,Banana,Flowering,52918,26507,42.33
32.9,82.5,35.7,23.4,Banana,Bunch Development,46723,31763,28.1
31.4,75.8,34.6,0.0,Coriander,Vegetative,1050,1202,95.65
30.4,77.3,43.2,19.3,Onion,Nursery,5400,2853,39.57
31.6,63.8,35.3,21.5,Bitter Gourd,Flowering,7470,7166,47.4
32.4,71.9,49.0,23.9,Onion,Nursery,5400,4508,34.82
32.4,77.8,31.0,24.0,Brinjal,Vegetative,21451,25528,39.1
27.0,70.2,57.8,32.7,Chilli,Seedling,3600,1637,98.48
32.9,63.9,31.7,11.5,Banana,Maturity,59343,27587,31.46
32.5,78.5,46.4,10.4,Chilli,Fruiting,8578,6556,66.22
31.0,58.9,37.2,9.7,Chilli,Seedling,3600,3793,61.45
31.0,82.5,51.3,11.2,Chilli,Fruiting,7029,3413,86.1
36.1,86.8,46.0,23.2,Tomato,Flowering,19342,9960,40.27
27.8,71.9,48.4,0.0,Onion,Bulb Development,5400,6061,29.94
34.0,73.8,49.3,20.7,Pumpkin,Vegetative,9600,9997,17.31
33.5,74.4,42.2,55.0,Cauliflower,Curd Initiation,12302,10082,34.1
27.6,75.5,53.3,0.0,Brinjal,Vegetative,15034,5499,65.44
35.7,63.5,55.5,3.6,Potato,Tuber Initiation,7897,4756,38.1
31.4,80.6,50.2,26.4,Onion,Bulb Development,5400,3803,37.45
32.8,79.5,54.4,15.9,Coriander,Vegetative,1204,903,102.96
34.8,57.3,38.3,0.0,Drumstick,Harvest,22082,29672,50.84
37.0,71.6,33.9,45.2,Tomato,Maturity,24142,9402,49.52
34.3,69.0,47.5,25.9,Pumpkin,Vegetative,10205,7512,22.64
34.2,81.1,54.3,39.7,Pumpkin,Flowering,9945,9626,25.57
27.2,67.2,30.8,21.2,Banana,Bunch Development,47129,20134,48.72
37.8,58.9,38.6,0.0,Tomato,Maturity,23018,16513,32.7
29.0,61.3,52.4,9.5,Bitter Gourd,Vegetative,8626,4554,67.6
30.0,66.6,39.9,24.6,Brinjal,Flowering,30633,20662,45.08
29.8,82.7,43.4,0.0,Tomato,Maturity,32093,33607,33.99
32.9,66.7,38.5,17.0,Drumstick,Vegetative,9734,9842,49.75
30.6,93.5,58.7,10.3,Coriander,Vegetative,1093,1257,127.47
33.0,85.2,60.6,20.0,Tapioca,Root Initiation,12566,5358,21.43
37.0,89.3,59.6,40.1,Pumpkin,Fruit Development,13168,8281,22.2
28.6,72.4,40.5,30.4,Chilli,Flowering,5417,3725,88.5
32.5,74.5,52.5,0.0,Tomato,Vegetative,11400,5068,41.03
33.1,75.6,36.9,30.2,Drumstick,Pod Development,19711,10438,70.51
30.2,60.4,43.5,17.9,Bitter Gourd,Vegetative,10491,9065,37.86
28.2,62.1,40.1,9.5,Drumstick,Pod Development,29844,20649,60.89
35.0,77.7,51.0,13.1,Bitter Gourd,Harvest,16133,7424,73.76
28.5,78.7,63.7,31.2,Potato,Vegetative,6424,3662,36.57
31.9,68.4,47.2,29.7,Drumstick,Flowering,12109,16055,48.27
32.4,72.5,45.3,25.8,Tomato,Maturity,20800,8080,58.79
29.9,83.9,45.0,33.2,Pumpkin,Vegetative,11904,6585,29.9
30.2,81.1,57.2,15.7,Tapioca,Maturity,20364,9939,14.98
32.3,51.3,33.6,2.1,Pumpkin,Maturity,27640,23716,25.75
29.0,77.6,39.9,25.0,Chilli,Fruiting,10741,10233,63.75
31.2,58.8,38.4,31.2,Coriander,Flowering,1605,916,156.43
31.1,61.6,42.2,0.0,Onion,Vegetative,7494,3848,43.01
27.5,70.6,62.4,10.3,Potato,Maturity,7295,6043,35.24
29.0,75.2,47.2,26.9,Pumpkin,Flowering,13678,6723,31.59
26.0,70.6,41.9,12.2,Tomato,Seedling,11400,3804,58.78
33.0,79.1,45.6,18.2,Potato,Tuber Initiation,5700,6561,26.28
34.4,70.3,41.1,18.4,Onion,Nursery,5400,3853,41.19
30.8,69.5,46.5,3.9,Bitter Gourd,Harvest,14341,7840,54.24
29.9,62.5,36.3,0.0,Tapioca,Root Initiation,15562,10324,30.29
34.5,69.1,41.2,21.6,Cauliflower,Curd Development,16150,22192,33.21
30.1,72.6,50.9,10.6,Tomato,Seedling,11400,9444,32.68
29.5,76.5,41.2,26.6,Pumpkin,Maturity,28541,16678,27.98
32.6,82.6,59.6,16.0,Tapioca,Root Initiation,13362,5879,23.21
34.3,76.9,49.0,40.8,Coriander,Flowering,1050,302,162.32
31.6,78.2,51.3,12.6,Pumpkin,Maturity,21880,15223,16.65
35.0,74.2,54.3,0.0,Tomato,Flowering,16696,8979,42.64
35.7,69.1,38.8,24.5,Coriander,Flowering,1050,889,90.22
34.1,83.2,47.2,20.6,Bitter Gourd,Flowering,9564,4066,47.76
32.9,71.2,49.1,7.5,Chilli,Fruiting,5123,5611,44.36
32.0,74.2,61.9,15.7,Bitter Gourd,Fruiting,11066,7810,42.11
31.8,69.0,47.9,18.7,Banana,Flowering,58479,50666,22.63
28.2,77.6,46.4,14.9,Onion,Maturity,11058,8271,34.73
31.1,70.3,45.1,6.8,Drumstick,Vegetative,13479,7143,44.69
33.3,71.3,40.8,17.5,Drumstick,Harvest,23145,18254,45.28
31.9,68.3,30.4,18.8,Coriander,Flowering,1870,1661,139.93
29.5,65.7,54.0,17.6,Bitter Gourd,Flowering,8820,6980,58.03
31.9,82.1,44.3,43.3,Tapioca,Tuber Bulking,11634,6703,22.8
34.8,64.1,34.8,0.0,Potato,Tuber Initiation,6834,3297,38.03
34.5,75.4,40.4,6.2,Onion,Bulb Enlargement,8054,5570,42.18
34.8,71.8,49.9,22.5,Chilli,Seedling,3600,3457,45.76
30.9,61.1,48.9,0.0,Coriander,Flowering,1768,1536,92.39
32.8,53.4,25.3,9.2,Cauliflower,Curd Development,17522,12055,56.24
33.3,73.5,40.1,10.4,Potato,Maturity,8360,4274,35.47
34.2,68.2,36.0,0.0,Drumstick,Harvest,21532,12128,73.29
34.1,73.2,39.9,24.7,Tapioca,Root Initiation,14129,5253,21.71
26.0,78.9,56.6,9.1,Onion,Bulb Enlargement,10153,8920,39.67
30.6,66.4,57.6,20.4,Potato,Maturity,10354,7723,37.88
33.6,84.9,58.2,26.6,Drumstick,Pod Development,11492,7570,75.56
36.0,78.4,52.9,0.0,Cauliflower,Vegetative,8400,2891,54.73
32.3,71.1,50.9,11.8,Bitter Gourd,Fruiting,16182,12437,40.23
31.9,80.8,38.5,3.9,Tomato,Vegetative,14514,8876,39.12
36.0,63.4,33.0,41.0,Banana,Maturity,62180,37352,35.86
30.7,73.4,36.4,12.5,Potato,Maturity,10433,6479,40.29
34.6,73.2,44.9,28.8,Pumpkin,Maturity,23024,16654,19.27
33.9,63.4,39.9,18.7,Drumstick,Pod Development,19228,20924,55.19
30.4,69.8,36.2,26.4,Chilli,Seedling,3600,3867,64.13
34.5,66.5,47.7,23.9,Brinjal,Seedling,13800,9875,42.58
30.9,76.4,54.4,0.0,Coriander,Seed Maturity,2392,1296,181.51
28.7,67.0,57.0,47.1,Chilli,Fruiting,6092,4350,75.2
34.2,75.5,46.6,29.8,Potato,Vegetative,5700,3587,26.96
30.1,78.2,65.0,1.8,Cauliflower,Seedling,8400,3663,49.64
31.4,94.5,54.9,27.3,Pumpkin,Fruit Development,27099,14775,25.0
32.6,69.8,49.3,20.5,Bitter Gourd,Harvest,10568,9260,45.51
30.4,77.1,52.2,24.2,Chilli,Fruiting,5859,3385,85.5
37.1,81.1,41.4,14.9,Coriander,Seed Maturity,1825,1693,103.97
31.3,75.9,64.9,32.3,Tomato,Maturity,21356,7388,70.59
31.5,83.8,40.8,26.0,Bitter Gourd,Flowering,7961,4471,51.52
34.4,79.2,44.0,0.0,Onion,Bulb Development,7268,4494,36.09
34.1,75.4,34.7,24.7,Tomato,Flowering,21401,11080,39.15
30.9,71.6,48.4,41.8,Chilli,Vegetative,6318,3633,74.09
30.9,73.5,55.4,11.1,Coriander,Leaf Expansion,1985,1891,120.44
34.4,91.0,31.7,0.0,Bitter Gourd,Fruiting,12301,7166,53.84
33.8,76.5,46.0,12.8,Bitter Gourd,Flowering,9578,9601,32.26
30.3,65.5,43.6,4.5,Tapioca,Maturity,14407,11407,19.95
33.3,74.0,47.8,0.0,Chilli,Flowering,5295,3180,84.62
31.2,62.9,37.6,26.7,Bitter Gourd,Fruiting,21083,12679,67.32
31.3,64.0,31.2,21.8,Chilli,Fruiting,7756,6770,61.65
40.2,66.8,36.6,18.3,Tomato,Flowering,21499,9153,47.29
28.7,63.5,58.5,14.5,Coriander,Leaf Expansion,1050,893,146.83
31.4,66.3,44.6,35.4,Coriander,Leaf Expansion,1228,499,178.35
28.4,57.5,52.7,3.1,Brinjal,Flowering,19758,16450,48.45
31.2,80.8,39.8,3.6,Drumstick,Vegetative,13671,10206,43.56
30.6,73.7,46.1,24.2,Potato,Vegetative,7766,5538,42.34
31.9,57.5,41.9,12.3,Brinjal,Fruiting,32764,12238,61.98
30.3,96.6,48.8,23.6,Banana,Flowering,53335,18855,42.64
32.7,80.8,54.0,51.5,Chilli,Vegetative,3984,3008,101.65
31.5,66.8,51.7,0.0,Chilli,Flowering,4611,2930,65.0
36.4,73.9,40.6,29.2,Potato,Tuber Initiation,6454,5903,26.67
32.1,88.0,57.0,33.2,Drumstick,Harvest,19924,21495,43.15
30.8,72.3,45.5,27.1,Tomato,Fruiting,20717,9191,41.92
27.3,81.3,52.0,35.1,Coriander,Flowering,2149,1449,147.71
34.0,82.6,53.6,5.3,Onion,Maturity,11332,7590,34.41
34.5,51.2,17.9,0.0,Brinjal,Vegetative,16225,13292,37.29
28.7,67.3,43.8,19.9,Chilli,Flowering,7551,4373,58.57
32.0,70.0,50.4,38.1,Cauliflower,Curd Development,19333,8939,49.67
31.0,60.8,35.7,2.4,Drumstick,Flowering,21648,15861,50.47
30.3,56.2,49.1,0.0,Brinjal,Fruiting,26848,19310,59.0
35.2,78.8,39.3,22.9,Banana,Vegetative,32917,42177,20.56
31.0,73.9,39.4,19.6,Tomato,Seedling,11400,11117,35.62
31.9,93.4,47.3,16.1,Pumpkin,Flowering,12433,6143,24.62
30.1,65.4,59.2,17.2,Onion,Bulb Enlargement,8810,3630,45.38
34.0,71.5,52.8,49.8,Onion,Bulb Enlargement,10040,8382,42.17
29.6,68.5,36.2,6.2,Chilli,Vegetative,5723,1915,75.14
31.3,79.3,47.5,15.7,Onion,Bulb Development,7543,3219,46.77
30.0,72.2,53.2,0.0,Bitter Gourd,Vegetative,7200,3748,54.97
25.7,68.4,53.8,11.5,Bitter Gourd,Flowering,12458,12226,42.78
30.5,76.6,59.7,0.0,Drumstick,Pod Development,15222,8408,67.82
30.5,56.9,42.4,0.0,Drumstick,Pod Development,22763,15250,54.0
30.2,75.6,32.3,6.5,Potato,Vegetative,7331,7239,29.45
32.3,59.9,46.6,21.9,Chilli,Seedling,3600,3944,56.99
33.7,70.2,48.5,43.9,Drumstick,Vegetative,20412,14354,50.83
33.4,79.7,36.4,0.0,Tapioca,Root Initiation,15996,11100,22.22
34.5,67.7,37.0,10.3,Bitter Gourd,Fruiting,10270,7431,36.7
33.1,70.6,39.5,16.1,Potato,Maturity,11551,8885,33.85
29.6,69.5,51.0,40.1,Banana,Maturity,80492,46050,34.95
31.6,58.3,34.9,31.1,Pumpkin,Flowering,23765,21694,22.53
34.6,75.2,42.2,17.2,Bitter Gourd,Harvest,10302,3160,64.09
34.8,71.0,34.7,6.3,Bitter Gourd,Harvest,21362,11893,61.71
34.7,61.5,37.4,19.3,Brinjal,Harvest,23427,9888,51.89
30.5,62.2,57.2,13.6,Brinjal,Harvest,28368,19751,33.99
32.7,77.3,38.8,22.1,Cauliflower,Curd Initiation,8730,6794,60.37
29.6,69.7,58.5,14.2,Onion,Maturity,13466,8852,38.4
29.2,70.4,40.4,0.0,Tomato,Vegetative,15440,7632,64.05
32.4,78.0,37.7,22.0,Pumpkin,Flowering,18342,10958,25.69
33.0,76.2,48.3,0.0,Tapioca,Root Initiation,14864,12874,17.88
33.7,75.2,57.0,16.7,Cauliflower,Harvest,16187,10437,40.77
36.0,47.2,26.0,4.2,Banana,Flowering,31276,47172,23.98
34.9,79.7,64.3,12.6,Pumpkin,Fruit Development,18961,22858,20.79
31.2,72.0,31.7,18.9,Tomato,Fruiting,29771,29309,31.04
35.2,74.4,50.1,0.0,Bitter Gourd,Harvest,16230,7568,58.39
28.8,78.1,54.7,14.8,Potato,Tuber Initiation,7383,2867,50.93
28.1,64.9,40.1,8.8,Coriander,Flowering,1736,652,154.44
34.5,70.5,47.5,17.1,Tapioca,Root Initiation,15813,14111,15.74
32.9,58.3,41.2,0.0,Coriander,Flowering,1417,1003,150.26
31.9,81.5,52.3,0.0,Tomato,Seedling,11400,6557,46.84
31.9,81.4,25.7,41.8,Tapioca,Maturity,23276,19609,15.04
30.3,66.5,52.7,0.0,Coriander,Vegetative,1312,947,120.04
28.1,77.9,47.2,26.5,Pumpkin,Fruit Development,21261,11997,29.71
29.3,75.7,39.9,36.7,Bitter Gourd,Flowering,13545,9534,65.59
31.5,52.2,35.9,0.0,Banana,Maturity,86591,106796,30.86
33.1,65.6,38.0,2.8,Cauliflower,Seedling,8400,3771,43.96
30.4,77.4,62.5,16.3,Cauliflower,Harvest,12682,6623,53.79
27.4,73.8,65.0,40.7,Potato,Vegetative,7083,3586,58.29
28.2,79.9,65.0,12.3,Pumpkin,Fruit Development,20383,16276,28.15
35.4,86.4,63.8,8.0,Brinjal,Harvest,17475,9419,51.5
33.6,71.3,58.1,9.1,Tomato,Flowering,16878,14811,30.49
35.9,78.5,55.3,41.3,Brinjal,Harvest,26797,17519,54.7
30.0,81.1,63.1,23.5,Potato,Tuber Initiation,5931,2799,31.59
28.2,67.3,42.4,20.2,Bitter Gourd,Vegetative,8429,8055,51.73
30.0,60.7,44.4,0.0,Onion,Bulb Development,7077,5971,33.2
31.7,66.7,51.0,12.2,Banana,Vegetative,31224,36690,32.09
31.2,82.2,57.8,43.6,Coriander,Seed Maturity,1050,586,112.12
32.9,80.3,62.4,21.1,Potato,Vegetative,6174,3062,35.15
36.1,58.2,33.4,0.0,Tapioca,Root Initiation,13294,8493,23.23
37.6,65.1,37.5,10.8,Brinjal,Seedling,12600,11045,45.6
35.2,70.4,61.1,0.0,Onion,Nursery,5400,2745,42.58
34.9,72.4,50.1,18.6,Tomato,Maturity,19293,12036,38.61
31.7,67.6,47.2,22.8,Pumpkin,Flowering,11643,4793,26.65
32.6,73.1,65.0,38.3,Chilli,Harvest,6872,5154,63.93
29.7,69.0,45.4,13.5,Brinjal,Vegetative,12600,8972,59.94
33.5,68.6,33.6,35.4,Tapioca,Root Initiation,17638,13951,18.75
30.0,69.4,33.6,8.0,Potato,Vegetative,7707,7167,22.34
35.0,63.2,52.9,18.0,Onion,Vegetative,5595,2072,31.14
31.0,68.8,43.3,0.0,Bitter Gourd,Harvest,20709,13433,50.72
31.5,84.0,43.7,0.0,Pumpkin,Vegetative,10987,10160,19.08
29.8,70.1,42.0,21.2,Onion,Maturity,9578,5346,33.76
32.4,81.9,40.6,0.0,Potato,Maturity,9357,6977,40.48
33.1,78.0,43.2,10.0,Brinjal,Flowering,17861,15234,54.98
36.0,63.1,61.5,17.5,Potato,Tuber Initiation,7610,5968,22.59
30.2,79.3,42.7,7.4,Onion,Nursery,5400,4940,26.8
33.6,71.1,39.8,35.1,Brinjal,Harvest,42039,43791,32.0
32.4,75.6,56.4,1.0,Chilli,Fruiting,5582,4167,67.38
32.1,68.5,51.7,7.6,Banana,Vegetative,27686,13213,39.44
35.4,70.5,49.0,29.8,Onion,Maturity,8988,8813,28.62
38.5,61.6,34.9,43.2,Cauliflower,Seedling,8400,9503,29.29
32.0,65.0,38.3,8.6,Potato,Vegetative,5839,3553,32.79
25.3,67.6,54.1,35.4,Cauliflower,Curd Development,24710,13094,39.63
34.2,91.1,54.2,23.1,Tapioca,Tuber Bulking,21886,10440,26.98
31.3,81.5,65.0,29.6,Pumpkin,Fruit Development,12883,4409,30.52
31.9,83.4,51.8,0.7,Potato,Vegetative,5857,2992,36.01
38.2,78.4,55.7,37.0,Tapioca,Vegetative,10800,8209,22.44
31.2,78.8,48.3,31.6,Bitter Gourd,Vegetative,7200,2416,58.13
36.8,65.0,35.5,29.0,Tomato,Maturity,19534,9913,32.24
31.3,72.7,65.0,21.3,Onion,Bulb Development,6570,2022,60.79
27.3,83.7,42.9,11.5,Coriander,Vegetative,1068,1029,117.97
31.5,68.6,34.4,12.2,Bitter Gourd,Vegetative,11802,5033,69.2
29.8,74.0,42.0,42.9,Coriander,Flowering,1230,549,141.01
35.6,82.8,54.8,19.4,Pumpkin,Vegetative,9732,7862,28.69
29.9,80.9,47.5,28.8,Chilli,Flowering,4263,1964,86.44
27.1,60.6,62.6,17.3,Potato,Maturity,12870,7391,52.67
32.2,58.4,37.6,16.7,Tomato,Maturity,21472,15583,35.42
30.1,83.2,65.0,62.8,Pumpkin,Maturity,21162,10247,23.26
36.5,56.9,41.5,0.0,Banana,Bunch Development,54609,31608,33.83
31.6,71.9,42.2,4.9,Bitter Gourd,Harvest,19446,8406,58.3
31.9,70.4,43.8,17.1,Coriander,Vegetative,1050,1088,119.4
24.8,85.7,49.1,7.1,Banana,Vegetative,39287,25276,50.0
31.4,61.6,44.5,8.3,Onion,Vegetative,5400,2716,47.65
30.7,60.4,45.2,22.3,Tapioca,Root Initiation,14145,14906,21.94
29.2,72.5,42.5,33.4,Drumstick,Harvest,20465,18703,52.71
34.4,60.2,45.4,32.4,Drumstick,Harvest,14455,4376,62.13
31.9,76.1,60.2,12.0,Cauliflower,Harvest,13196,6788,61.11
32.7,71.3,44.4,23.2,Potato,Maturity,10852,6268,33.67
34.1,97.0,57.8,8.3,Onion,Nursery,5400,5861,22.86
36.3,59.1,39.6,3.4,Tomato,Vegetative,12158,8079,31.58
32.0,52.9,46.5,14.4,Potato,Tuber Bulking,6805,6169,26.33
33.6,71.6,49.1,19.3,Potato,Vegetative,7659,4980,28.35
31.9,50.8,36.7,8.8,Banana,Flowering,60624,44354,31.29
31.9,67.8,42.7,1.2,Bitter Gourd,Fruiting,15094,16159,37.11
30.9,78.5,41.2,22.0,Brinjal,Flowering,27025,14145,42.67
27.5,78.1,43.9,26.3,Drumstick,Vegetative,15635,8758,54.01
29.6,66.1,37.3,13.7,Coriander,Seed Maturity,2415,1669,150.44
30.3,92.0,49.7,22.0,Brinjal,Vegetative,13779,20475,29.79
32.2,85.8,52.0,16.2,Banana,Maturity,47943,54407,22.92
32.9,72.2,56.5,28.4,Drumstick,Harvest,16931,10083,64.09
25.1,64.6,42.0,13.2,Tomato,Maturity,32439,19776,36.85
34.1,72.4,47.1,27.7,Potato,Tuber Initiation,7730,2762,31.9
29.5,79.8,36.2,8.3,Coriander,Vegetative,1127,714,122.33
33.9,53.8,35.7,0.0,Chilli,Fruiting,5467,5319,44.48
32.1,65.9,50.5,21.8,Pumpkin,Flowering,15247,9976,22.51
30.1,71.1,48.3,24.8,Tapioca,Tuber Bulking,18179,16059,22.14
34.8,75.9,51.4,16.8,Bitter Gourd,Harvest,12318,12681,35.45
33.7,73.9,48.4,20.7,Bitter Gourd,Fruiting,15117,14501,47.99
26.1,74.5,38.7,10.6,Potato,Tuber Initiation,9802,3644,40.93
29.6,73.5,41.8,17.8,Tomato,Maturity,31694,21451,35.39
31.6,76.7,39.1,19.6,Pumpkin,Flowering,19349,17125,31.3
31.9,60.3,42.8,7.8,Coriander,Seed Maturity,1516,985,133.34
27.6,69.2,40.4,31.5,Onion,Bulb Enlargement,12797,16671,31.03
32.3,82.3,48.2,22.3,Coriander,Flowering,1538,1008,156.71
32.2,56.2,30.3,0.0,Banana,Maturity,47643,31645,43.57
32.3,59.3,44.7,0.1,Cauliflower,Curd Development,13454,11602,52.92
31.1,83.0,56.0,14.5,Drumstick,Flowering,15348,15454,50.88
33.7,61.4,37.7,0.0,Tapioca,Vegetative,12047,7153,21.55
33.3,87.1,50.4,24.8,Bitter Gourd,Flowering,12374,16251,32.19
31.1,58.4,36.2,16.5,Bitter Gourd,Harvest,16208,16419,35.61
36.1,80.8,42.3,0.0,Onion,Nursery,5400,2763,43.62
30.2,58.5,37.2,0.0,Chilli,Flowering,3600,3206,62.48
34.8,71.1,43.4,1.8,Tomato,Seedling,11400,5808,43.92
33.8,83.1,51.6,32.9,Cauliflower,Curd Initiation,10100,6808,39.23
33.9,79.0,34.8,14.1,Bitter Gourd,Flowering,11066,11202,54.36
31.4,60.3,45.4,28.6,Banana,Maturity,73160,43535,34.29
32.6,60.8,47.3,16.3,Banana,Bunch Development,52825,44742,32.61
28.1,63.2,38.6,18.2,Tomato,Vegetative,14839,10302,29.36
29.1,83.7,43.0,14.8,Bitter Gourd,Harvest,22319,7763,101.96
32.5,69.7,35.2,9.9,Brinjal,Harvest,37773,21828,63.42
34.8,77.1,54.9,29.7,Cauliflower,Harvest,15911,15926,36.33
26.4,58.1,38.5,0.0,Drumstick,Harvest,30793,19150,48.3
31.4,73.7,49.7,23.2,Banana,Vegetative,33283,17605,44.4
35.1,71.7,64.1,33.8,Tapioca,Maturity,18792,7628,28.51
30.2,74.6,53.9,18.2,Tomato,Seedling,11405,7247,39.33
35.5,65.6,46.3,23.7,Banana,Vegetative,38826,26235,31.93
33.0,83.4,51.5,38.1,Cauliflower,Curd Development,13506,14327,41.32
38.2,69.5,49.3,0.8,Banana,Maturity,60756,33129,38.94
32.4,73.3,36.3,13.6,Banana,Maturity,66624,47279,36.41
28.8,78.5,52.5,43.5,Onion,Maturity,10111,5939,32.4
30.4,70.3,47.1,22.8,Tomato,Flowering,21667,18158,41.14
32.6,90.3,65.0,20.7,Brinjal,Flowering,12600,7104,68.36
34.7,78.6,54.2,4.8,Chilli,Seedling,3600,2268,61.95
30.6,76.7,45.5,15.6,Brinjal,Flowering,17973,19008,41.65
31.2,73.1,52.4,1.8,Drumstick,Flowering,12692,8753,57.96
35.3,81.1,44.7,6.2,Banana,Maturity,62237,57612,28.26
33.8,64.1,40.1,9.5,Drumstick,Pod Development,18943,16900,52.97
34.5,77.5,37.9,15.6,Tapioca,Root Initiation,15397,15777,15.33
27.5,64.3,32.6,26.0,Banana,Bunch Development,56572,51665,27.74
27.7,76.3,50.4,0.2,Tomato,Vegetative,17244,9051,43.82
31.5,76.7,60.6,27.1,Bitter Gourd,Harvest,16528,15592,40.42
30.4,83.7,53.1,24.7,Bitter Gourd,Harvest,14168,8496,69.63
33.4,81.6,41.8,18.2,Onion,Bulb Development,6612,6411,36.35
32.5,57.6,48.0,0.0,Pumpkin,Fruit Development,17569,9480,25.99
33.6,90.7,51.0,27.7,Banana,Vegetative,31686,23519,25.27
33.3,81.5,42.4,6.9,Tapioca,Root Initiation,13051,9303,19.41
32.9,81.4,44.6,24.3,Onion,Vegetative,8675,4261,37.21
33.8,68.6,39.2,4.0,Drumstick,Vegetative,14607,7720,65.93
38.0,83.1,59.1,2.6,Onion,Nursery,5400,4034,30.95
27.5,69.9,59.4,14.8,Pumpkin,Vegetative,13679,6684,31.44
27.7,63.3,41.7,19.7,Brinjal,Flowering,24509,18129,47.71
31.1,71.6,40.8,14.6,Pumpkin,Vegetative,12144,12081,19.02
33.2,75.5,52.5,41.2,Banana,Maturity,53673,41389,27.46
35.6,66.4,49.5,34.3,Potato,Tuber Initiation,6656,3908,36.28
33.8,66.3,39.8,18.6,Tapioca,Vegetative,17224,13978,17.58
